urn:liesmars:insitusensor:platform:Korea-HaeundaeBuoyStation-TW_0062,/nodc/archive/arc0039/0078523/1.1/data/0-data/TW/Haeundae_TW_0062.TXT,Haeundae_TW_0062.TXT
urn:liesmars:insitusensor:platform:Korea-SouthernTongyeongBuoyStation-TW_0063,/nodc/archive/arc0039/0078523/1.1/data/0-data/TW/Southern Tongyeong_TW_0063.TXT,Southern Tongyeong_TW_0063.TXT
